id,product,certification,origin,uses,instructions_for_use,preserving_instruction,expiry
15,15,Canh tác theo hướng hữu cơ,"Đơn Dương, Lâm Đồng, Việt Nam","Cà rốt chứa nhiều hợp chất phytochemical, trong đó chủ yếu bao gồm beta-carotene và các carotenoids có khả năng chống ung thư tự nhiên. Vitamin A rất cần thiết cho thị lực và cà rốt chính là nguồn cung cấp vitamin A vô cùng dồi dào. Vitamin A trong cà rốt còn điều chỉnh hoạt động của hệ thống miễn dịch và ngăn ngừa nhiễm trùng. Ngoài ra, thực phẩm này cũng chứa vitamin C – một chất có tác dụng tích cực trong việc tăng sức đề kháng và cải thiện khả năng miễn dịch, giúp cơ thể chống đỡ tốt hơn với bệnh tật","Dùng ép nước, làm nguyên liệu trong các món canh, xào, nướng... hay làm mứt, nhân bánh","Bảo quản trong ngăn mát tủ lạnh, sử dụng trong 4-5 ngày","Bảo quản  mát, sử dụng trong 4-5 ngày"
14,14,"Trang trại Lạc Dương, Lâm Đồng","Trang trại tại Hà Nội, Việt Nam","Ngoài hàm lượng nước cao, khoai tây còn rất giàu carbohydrate và hàm lượng cao protein cũng như chất xơ giúp tiêu hoá dễ. Các vitamin C, vitamin B6, kali, magie, kẽm và photpho có trong khoai tây tốt cho da cũng như cần thiết hằng ngày cho cơ thể, giúp phòng chống cảm lạnh...","Khoai tây có vỏ vàng, da mịn nhẵn, mắt củ nông dễ gọt vỏ hao ít. Ruột củ vàng sáng, bở, mềm ngọt, thơm và không bị khái. Rất thích hợp luộc, xào, nấu, chiên","Bảo quản khoai tây lành mạnh ở nơi khô, tối như tầng hầm, gầm tủ bếp. Sau khi đã chọn lọc các củ khoai tây, đặt chúng ở một nơi không tiếp xúc với ánh sáng và độ ẩm, bởi những thứ này có thể khiến khoai tây mọc mầm hoặc thối rữa. Bạn cũng cần để khoai tây ở nơi thông thoáng",Không rõ
13,13,Canh tác theo hướng hữu cơ,"Trang trại Lạc Dương, Lâm Đồng","Củ dền được canh tác theo hướng hữu cơ. Quá trình canh tác hoàn toàn không sử dụng phân bón hóa học, không thuốc diệt cỏ, không thuốc bảo vệ thực vật và không chất kích thích tăng trưởng.
Củ dền chứa một nguồn folate dồi dào và có lượng sắt, kali, mangan, kali, vitamin C... và chất xơ. Nước ép củ dền thường được dùng để hỗ trợ sức khỏe gan và mắt","Dùng ép nước, nấu canh, trộn salads",Bảo quản trong ngăn mát tủ lạnh,Dùng ngon nhất trong ngày
12,12,Canh tác theo hướng hữu cơ,"Trang trại tại Đức Trọng, Việt Nam","Củ gừng có vị cay và hương thơm đặc biệt, có thể dùng để điều vị thêm hương, là thứ gia vị vô cùng hấp dẫn và không thể thiếu trong cuộc sống.
Gừng sống ngọt, cay nhưng ấm, trong đông y có công dụng tán hàn ôn trung, phát hãn, làm ấm tỳ vị, chống nôn, sát khuẩn, giảm đau, chống viêm, còn có thể thư giãn mao mạch, tăng cường tuần hoàn máu, kích thích dạ dày hỗ trợ tiêu hóa","Củ gừng có vị cay và hương thơm đặc biệt, có thể dùng để điều vị thêm hương, là thứ gia vị vô cùng hấp dẫn và không thể thiếu trong cuộc sống.
Gừng sống ngọt, cay nhưng ấm, trong đông y có công dụng tán hàn ôn trung, phát hãn, làm ấm tỳ vị, chống nôn, sát khuẩn, giảm đau, chống viêm, còn có thể thư giãn mao mạch, tăng cường tuần hoàn máu, kích thích dạ dày hỗ trợ tiêu hóa","Trước khi cho gừng tươi vào tủ lạnh bảo quản, bạn cần bọc củ gừng với một miếng giấy bạc/miếng bọc thực phẩm hoặc quấn khăn vải xung quanh gừng sau đó cho gừng vào túi nilon kín rồi mới đặt vào ngăn mát của tủ lạnh",5- 7 ngày tùy điều kiện bảo quản
11,11,Canh tác theo hướng hữu cơ,Trang trại MaxOrganic,"Trong củ cải đỏ chứa nhiều vitamin như vitamin A, B9, C (có nhiều nhất trong lá củ cải đỏ) và các khoáng chất cần thiết khác như: sắt, axit folic, kali, magie,... Màu củ cải đỏ là do chứa chất beta cyanin. Chất này có khả năng loại bỏ các độc tố có trong gan, giúp giải độc gan và ngăn chặn sự thành của các lớp mô mỡ trong cơ thể. Đồng thời, beta cyanin có trong củ cải đỏ còn rất tốt đối với bệnh tim mạch","Củ cải đỏ thích hợp làm salad, món súp, hầm...",Bảo quản trong ngăn mát tủ lạnh trong vòng 3-4 ngày,Bảo quản lạnh trong vòng 3-4 ngày
10,10,Canh tác theo hướng hữu cơ,"Trang trại tại Đức Trọng, Việt Nam","Nghệ là một trong những gia vị quen thuộc trong nấu ăn. Nghệ có chứa nhiều dưỡng chất, đặc biệt là curcumin – có khả năng kháng viêm, hỗ trợ người bị viêm loét dạ dày và hội chứng ruột kích thích. Chất curcumin có trong nghệ còn ngừa ung thư","Nghệ không chỉ góp phần tạo màu sắc cho món ăn thêm hấp dẫn, mà còn giúp món ăn ngon hơn, đậm đà hơn, giúp khử mùi tanh của cá, lươn...","Nghệ hoàn toàn có thể bảo quản ở nhiệt độ bình thường, nhất là mùa đông, nghệ giữ tươi được khá lâu. Bạn cũng có thể dùng giấy bạc quấn chặt củ gừng và để ở nơi thoáng mát",3 - 6 ngày tùy điều kiện bảo quản
9,9,Canh tác theo hướng hữu cơ,Cao Bằng,"Tỏi có chứa protein, carbohydrates, calo và một số dưỡng chất quan trọng khác như vitamin B, sắt, magie, canxi, kali, mangan, photpho,... Ăn tỏi sống mỗi ngày không chỉ phòng ngừa nguy cơ bị cảm cúm mà còn có công dụng tốt trong việc ngăn ngừa hình thành các mô liên kết và chuyển hóa xương. Những người thường xuyên ăn tỏi sẽ có khả năng hấp thụ canxi tốt hơn và từ đó xương cũng chắc khỏe hơn. Ngoài ra, chất allicin trong tỏi có khả năng loại bỏ các chất độc hại ra khỏi cơ thể và bên cạnh đó tăng cường các tế bào bạch cầu khỏe mạnh","Tỏi thường được dùng làm gia vị cho các món ăn trong nhiều gia đình Việt. Ngoài ra, tỏi còn có thể ngâm dấm hoặc chế biến thành các loại thuốc có ích cho sức khỏe","Bảo quản nơi khô ráo, thoáng mát",Trong 7 đến 10 ngày
8,8,Chứng nhận hữu cơ USDA,Chứng nhận hữu cơ USDA,"Kale được ví là siêu thực phẩm với những công dụng tuyệt vời của nó: ít calo - giúp kiểm soát cân nặng, có đặc tính thanh lọc, giàu vitamin A, K - giúp giảm xơ vữa động mạch, giàu folate - giúp phát triển não bộ, giàu chất xơ, giàu sắt nên có thể thay thế nguồn thịt bò","Cải kale phù hợp với các món nước ép, sinh tố, salad...","Cải kale phù hợp với các món nước ép, sinh tố, salad...",3 - 6 ngày tùy điều kiện bảo quản
7,7,"Canh tác theo hướng hữu cơ - Quá trình canh tác hoàn toàn không sử dụng phân bón hóa học, thuốc diệt cỏ, thuốc bảo vệ thực vật và chất kích thích tăng trưởng",Trang trại MaxOrganic,"Xà lách rocket hay còn gọi là rau arugula có hương vị đặc trưng hăng và cay, rất giàu vitamin A, C và ít calori, hàm lượng chất xơ cao và chất sulfuraphane trong lá giúp chống lại ung thư mạnh mẽ","Xà lách rocket phù hợp cho các món salad, ăn cùng với các món Âu...",Bảo quản trong ngăn mát tủ lạnh,3 - 6 ngày tùy điều kiện bảo quản
6,6,"Canh tác theo hướng hữu cơ - Quá trình canh tác hoàn toàn không sử dụng phân bón hóa học, thuốc diệt cỏ, thuốc bảo vệ thực vật và chất kích thích tăng trưởng","Trang trại Lạc Dương, Lâm Đồng","Bắp cải được ví như ""thần dược của người nghèo"" với những công dụng tuyệt vời của nó: ngăn ngừa quá trình lão hóa, phòng chống loãng xương, ngăn ngừa ung thư, phòng và điều trị bệnh huyết áp cao, làm giảm các cơn đau, cải thiện sức khỏe mắt, cải thiện khả năng tập trung, giảm cân hiệu quả, hỗ trợ chức năng tiêu hóa","Bắp cải được ví như ""thần dược của người nghèo"" với những công dụng tuyệt vời của nó: ngăn ngừa quá trình lão hóa, phòng chống loãng xương, ngăn ngừa ung thư, phòng và điều trị bệnh huyết áp cao, làm giảm các cơn đau, cải thiện sức khỏe mắt, cải thiện khả năng tập trung, giảm cân hiệu quả, hỗ trợ chức năng tiêu hóa",Bảo quản trong ngăn mát tủ lạnh,3 - 6 ngày tùy điều kiện bảo quản
5,5,Chứng nhận hữu cơ USDA,"Trang trại tại Long Thành, Đồng Nai, Việt Nam","Ngoài việc là một món ăn ngon, vị ngọt thanh mát, giàu sắt, rau dền còn là vị thuốc tốt giúp điều trị nhiều bệnh thường gặp. Theo y học cổ truyền, rau dền đỏ có vị ngọt, tính mát, tác dụng thanh nhiệt, làm mát máu, lợi tiểu, sát trùng, trị nhiệt lỵ, huyết nhiệt sinh mụn nhọt,... Rau dền đỏ chứa nhiều protid, glucid, nhiều vitamin và chất khoáng","Rau dền thích hợp luộc, nấu canh tôm hoặc thịt",Bảo quản trong ngăn mát tủ lạnh,3 - 6 ngày tùy điều kiện bảo quản
4,4,"Canh tác theo hướng hữu cơ - Quá trình canh tác hoàn toàn không sử dụng phân bón hóa học, thuốc diệt cỏ, thuốc bảo vệ thực vật và chất kích thích tăng trưởng","Trang trại MaxOrganic, Lâm Đồng, Việt Nam","Bó xôi được ví là ""siêu thực phẩm"" với những công dụng tuyệt vời: giàu sắt, giàu beta-carotene giúp ngăn ngừa bệnh hen suyễn, ngăn ngừa ung thư, giàu vitamin K giúp cải thiện sự hấp thụ canxi và giảm bài tiết canxi qua nước tiểu, mang lại sức sống cho da và tóc nhờ chứa vitamin C và collagen.","Thật dễ dàng để bổ sung bó xôi vào chế độ ăn uống hàng ngày bằng cách nấu súp hoặc trộn salad, làm sinh tố hoặc ép nước...",Bảo quản trong ngăn mát tủ lạnh,2 -3 ngày tùy điều kiện bảo quản
3,3,Canh tác theo hướng hữu cơ,"Trang trại tại Lạc Dương, Lâm Đồng, Việt Nam","Xà lách Romaine giàu Vitamin A, Vitamin K, Vitamin C, Magiê, chất xơ và ít protein. Xà lách Romaine có tác dụng hỗ trợ tiêu hóa và tốt cho gan, giảm nguy cơ mắc bệnh tim mạch, các cơn nhồi máu cơ tim, ung thư, nứt cột sống, thiếu máu, chứng mất ngủ do căng thẳng. Ngoài ra Vitamin C và Beta – Carotene kết hợp với nhau để phòng chống sự oxy hóa","Vị giòn, ngọt, ít mùi hăng giúp cho các món nước uống và món ăn từ xà lách romaine có thể làm hài lòng bất cứ ai. Dùng chung với cà chua bi, củ cải đỏ, ớt chuông, dưa leo và dầu olive, bạn sẽ có ngay một đĩa salad hoàn hảo và đầy đủ chất xơ",Bảo quản trong ngăn mát tủ lạnh,3 - 4 ngày tùy điều kiện bảo quản
2,2,Chứng nhận hữu cơ USDA.,"Trang trại hữu cơ tại Long Thành, Đồng Nai, Việt Nam",Không rõ,"Có thể luộc, xào hay nấu canh cùng mọc heo, thịt xay, cá thác lác...",Bảo quản trong ngăn mát tủ lạnh,2 - 3 ngày tùy điều kiện bảo quản
1,1,Canh tác theo hướng hữu cơ.,"Trang trại tại Lạc Dương, Lâm Đồng, Việt Nam","Không chỉ là loại rau dễ dàng kết hợp với nhiều món ăn, cần tây còn được ví như “cây thuốc quý” đa năng có thể phòng chống nhiều chứng bệnh nguy hiểm, kể cả ung thư. Trong cần tây có lượng canxi, sắt, phốt pho, protid nhiều gấp đôi so với các loại rau khác. Các axít amin tự do, tinh dầu, mannitol, inositol, các loại vitamin trong cần tây hỗ trợ tuần hoàn máu, tăng cường khả năng miễn dịch và bổ não. Những người mắc bệnh thiếu máu, bệnh Hodgkin (Bệnh Hodgkin là một loại ung thư hạch, bệnh ung thư máu bắt đầu trong hệ bạch huyết), các chứng xuất huyết uống nước ép cần tây sẽ rất hiệu quả trong điều trị bệnh, do cần tây chứa nhiều magnesium và sắt. Các chất xơ trong cần tây giúp loại bỏ cholesterol trong máu, cải thiện sức khỏe tim mạch","Mỗi ngày uống một cốc nước ép cần tây sẽ giảm nguy cơ bệnh tật, thanh lọc cơ thể và giữ cân nặng trong tầm kiểm soát. Cần tây cũng thích hợp để xào cùng với mực, hành tây và cà rổt",Bảo quản trong ngăn mát tủ lạnh,3 - 6 ngày tùy điều kiện bảo quản
